,status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares,content,candidate_label,classification
80,15704546335_10154782238861336,"The plan promises that in Donald J. Trump's first 100 days in office, he will focus on tax reform and relief, an infrastructure package, the repealing of ObamaCare and an illegal immigration act.",Here's President-Elect Trump's Plan for His First 100 Days in Office,link,http://insider.foxnews.com/2016/11/10/donald-trump-has-contract-american-voter-plan-his-first-100-days-office,2016-11-10 21:23:13,100554,3615,15531,plan promises  s days office will focus tax reform relief infrastructure package repealing ObamaCare illegal immigration,trump,Neutral
81,15704546335_10154782551726336,"""We are living in an amazingly destructive, politically correct environment here in America. Just because something offends you, doesn't mean you have the right to hurt or destroy.""

Bill O'Reilly had some strong words for left-wing ""agitators"" who refuse to accept Donald J. Trump's victory in a fair and honest election. http://bit.ly/2enctxV",,video,https://www.facebook.com/FoxNews/videos/10154782551726336/,2016-11-10 20:19:21,132233,7431,78434,living amazingly destructive politically correct environment America offends doesnt hurt destroyBill OReilly strong leftwing agitators refuse accept  s victory fair honest election httpbitlyenctxV,trump,Neutral
82,15704546335_10154782686961336,"“What I got out of Donald J. Trump today is that this is a man of action.”

Following his meeting with the president-elect, House Speaker Paul Ryan told Bret Baier that the end goal was always unity in the Republican Party, which they now have.","Ryan: 'With a Unified Republican Gov't, We Can Actually Get Things Done'",link,http://insider.foxnews.com/2016/11/10/paul-ryan-special-report-donald-trump-republican-congress,2016-11-10 19:15:00,31918,3329,2774,  today man action meeting presidentelect House Speaker Paul Ryan told Bret Baier goal unity Republican Party,trump,Negative
83,15704546335_10154781589196336,"""What you mean to say is that you were in a bubble and weren't paying attention to your fellow Americans and their despair,"" Michael Moore said to Democrats who were stunned at Donald J. Trump's victory.",Michael Moore to Democrats: I Told you Trump Was Going to Win,link,http://www.foxnews.com/entertainment/2016/11/10/michael-moore-to-democrats-told-trump-was-going-to-win.html,2016-11-10 18:26:51,26627,2476,3686,bubble paying attention fellow Americans despair Michael Moore Democrats stunned  s victory,trump,Neutral
84,15704546335_10154782484721336,First Lady Michelle Obama meets with Melania Trump for tea in the Yellow Oval Room of The White House.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154782484721336/?type=3,2016-11-10 17:47:27,30488,2499,2999,Lady Michelle Obama meets Melania  tea Yellow Oval Room White House,trump,Neutral
85,15704546335_10154782226291336,The CEO of Grubhub sent a company wide email suggesting employees who agree with President-elect Donald J. Trump should resign.,Boss Tells Pro-Trump Employees to Resign,link,http://www.foxnews.com/us/2016/11/10/boss-tells-pro-trump-employees-to-resign.html,2016-11-10 17:02:15,24792,38105,37469,CEO Grubhub company wide email suggesting employees agree Presidentelect   resign,trump,Neutral
86,15704546335_10154782022411336,"Speaker Paul Ryan shows President-elect Trump and Melania Trump the view from the Speaker's Balcony of the inaugural stand that is being built.

Donald J. Trump will be sworn in as the 45th president of the United States on January 20, 2017.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154782022411336/?type=3,2016-11-10 14:56:03,37236,1484,2323,Speaker Paul Ryan Presidentelect  Melania  view Speakers Balcony inaugural stand built  will sworn president United States January,trump,Neutral
87,15704546335_10154781975816336,"President-elect Donald J. Trump​, Melania Trump, Speaker Paul Ryan​ and VP-elect Mike Pence​ meet at Capitol Hill.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154781975816336/?type=3,2016-11-10 14:33:59,52994,1942,2717,Presidentelect   Melania  Speaker Paul Ryan VPelect Mike Pence meet Capitol Hill,trump,Neutral
89,15704546335_10154781811016336,WATCH: President Obama and President-elect Donald J. Trump talk to the press after meeting at The White House.,,video,https://www.facebook.com/FoxNews/videos/10154781811016336/,2016-11-10 13:28:31,92581,9927,54119,WATCH President Obama Presidentelect   talk press meeting White House,trump,Neutral
90,15704546335_10154781794231336,President Barack Obama shakes hands with President-elect Donald J. Trump following a meeting in the Oval Office.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154781794231336/?type=3,2016-11-10 13:22:58,21378,1162,2367,President Barack Obama shakes hands Presidentelect   meeting Oval Office,trump,Neutral
91,15704546335_10154781514691336,"Donald J. Trump won with white evangelical voters by an overwhelming margin, outpacing the numbers of Mitt Romney and George W. Bush in that segment of the population.","'There Was an Undercurrent': Trump Outpaces Bush, Romney with White Evangelicals",link,http://insider.foxnews.com/2016/11/10/anti-establishment-undercurrent-trump-outpaces-bush-romney-white-evangelicals,2016-11-10 12:14:57,32370,2832,5937,  won white evangelical voters overwhelming margin outpacing numbers Mitt Romney George Bush segment population,trump,Neutral
92,15704546335_10154781319646336,President-elect Donald J. Trump meets with President Obama at The White House.,,video,https://www.facebook.com/FoxNews/videos/10154781319646336/,2016-11-10 10:47:35,71413,107660,18020,Presidentelect   meets President Obama White House,trump,Neutral
93,15704546335_10154781312946336,President-elect Donald J. Trump and Melania Trump walk off their plane at Reagan National Airport. They are en route to The White House to meet with President Obama and First Lady Michelle Obama.,,video,https://www.facebook.com/FoxNews/videos/10154781312946336/,2016-11-10 10:44:59,34963,1591,2782,Presidentelect   Melania  walk plane Reagan National Airport en route White House meet President Obama Lady Michelle Obama,trump,Neutral
94,15704546335_10154781231316336,President-elect Donald J. Trump arrives at Ronald Reagan Washington National Airport. He is scheduled to meet with President Obama at 11a ET.,,video,https://www.facebook.com/FoxNews/videos/10154781231316336/,2016-11-10 10:26:25,59958,34422,9717,Presidentelect   arrives Ronald Reagan Washington National Airport scheduled meet President Obama,trump,Neutral
95,15704546335_10154781226576336,"Moments ago, President-elect Donald J. Trump's plane was given a water salute as it took off from New York to The White House for his meeting with President Obama.",,video,https://www.facebook.com/FoxNews/videos/10154781226576336/,2016-11-10 10:09:05,241997,11401,56311,Moments ago Presidentelect  s plane water salute York White House meeting President Obama,trump,Neutral
97,15704546335_10154778890876336,Former President George W. Bush had this message for President-elect Donald J. Trump.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154778890876336/?type=3,2016-11-10 07:51:18,108108,6218,11212,President George Bush message Presidentelect  ,trump,Neutral
98,15704546335_10154779633841336,"From the start, Donald J. Trump has vowed to repeal ObamaCare within his first 100 days in office.","Trump Election Raises Big Questions for ObamaCare, Immigration, Supreme Court",link,http://www.foxnews.com/politics/2016/11/09/trump-election-raises-big-questions-for-obamacare-immigration-supreme-court.html,2016-11-10 06:30:00,29381,1327,1024,start   vowed repeal ObamaCare days office,trump,Neutral
99,15704546335_10154779916606336,"""You either fix the problems, do your job, risk your career, be bold, be courageous, show vision or get out of the way.""

Sean Hannity has a message for establishment politicians after Donald J. Trump's victory.",,video,https://www.facebook.com/FoxNews/videos/10154779916606336/,2016-11-10 05:45:00,19814,2405,3671,problems job risk career bold courageous vision waySean Hannity message establishment politicians  s victory,trump,Neutral
102,15704546335_10154778742581336,President Obama called for unification after Donald J. Trump was elected president and said he invited President-elect Trump to visit The White House on Thursday.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154778742581336/?type=3,2016-11-10 03:00:00,50628,6707,18705,President Obama called unification   elected president invited Presidentelect  visit White House Thursday,trump,Neutral
104,15704546335_10154777988336336,ICYMI: Watch Donald J. Trump's acceptance speech after winning the presidency.  http://bit.ly/2ek7u0T,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154777988336336/?type=3,2016-11-10 00:45:00,55512,842,3709,ICYMI Watch  s acceptance speech winning presidency httpbitlyekuT,trump,Neutral
105,15704546335_10154779822311336,"""You can't say that you like the democratic process, but only if it comes out your way."" 

Constitutional law professor Jonathan Turley reacted to protests on college campuses following a Donald J. Trump victory, arguing that ""we're...raising a generation of emotional hemophiliacs.""",,video,https://www.facebook.com/FoxNews/videos/10154779822311336/,2016-11-10 00:00:00,69486,6346,33755,cant democratic process Constitutional law professor Jonathan Turley reacted protests college campuses   victory arguing wereraising generation emotional hemophiliacs,trump,Neutral
106,15704546335_10154779922196336,"""The politicians, the pollsters, the elite media, the global elitists, they're all in shock from President-Elect Donald J. Trump's historic victory yesterday. They said this would never happen ... they were all wrong."" – Sean Hannity",,video,https://www.facebook.com/FoxNews/videos/10154779922196336/,2016-11-09 23:15:00,12988,962,1382,politicians pollsters elite media global elitists shock PresidentElect  s historic victory yesterday happen wrong Sean Hannity,trump,Neutral
110,15704546335_10154778934391336,President Obama said he and his team will help President-elect Donald J. Trump with a successful transition of power just as President George W. Bush did eight years ago.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154778934391336/?type=3,2016-11-09 20:04:30,64328,2460,8545,President Obama team will help Presidentelect   successful transition power President George Bush years ago,trump,Positive
111,15704546335_10154779461091336,"""He has left the Democrats in ruins at every level – the governorships, the state houses, the House and the Senate, and now the White House.""

Charles Krauthammer said President Obama played a large role in Donald J. Trump's victory, saying he believes Obama ""ends up a historic parenthesis."" http://bit.ly/2fAsPkc",,video,https://www.facebook.com/FoxNews/videos/10154779461091336/,2016-11-09 19:15:47,16874,1432,4283,left Democrats ruins level governorships state houses House Senate White HouseCharles Krauthammer President Obama played large role  s victory believes Obama ends historic parenthesis httpbitlyfAsPkc,trump,Neutral
112,15704546335_10154779237256336,"Though it took Ted Cruz longer to officially endorse Donald J. Trump, he was one of the first Republicans to congratulate him last night after winning the presidential election.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154779237256336/?type=3,2016-11-09 17:06:10,58184,1683,3788,Ted Cruz longer officially endorse   Republicans congratulate night winning presidential election,trump,Neutral
