,status_id,status_message
1810,5281959998_10150810165684999,"For our article on Donald J. Trump's private behavior around women, we interviewed dozens of women about their stories. We're now live with one of the women who worked with him the longest: Barbara Res, the former head of construction at Trump’s real estate company.The interview: (Photo: Todd Heisler/The New York Times)"
923,5281959998_10150896030514999,"For years, Hillary Clinton has been asked if she is held to a double standard as a woman in politics. And for years, she has mostly refused to take the bait.On Thursday, she responded."
1590,5281959998_10150832191324999,Why is Hillary Clinton holding up so well against Donald J. Trump? Read on from Paul Krugman in The New York Times Opinion Section.
1167,5281959998_10150864244449999,"A walking tour of Ljubljana, in the footsteps of the local girl Melania Trump."
3119,5281959998_10150603324359999,U.S. Senator Bernie Sanders said he is offended by Hillary Clinton's silence on trade and urged her to share her real views with voters.
706,5281959998_10150916683724999,"Donald J. Trump's 1995 taxes show a $916 million loss, suggesting he could have paid no federal taxes for up to 18 years."
271,5281959998_10150954061504999,Every election is exhausting. But this election is depleting. It’s time for a pause. It’s time for a laugh.
765,5281959998_10150912178984999,"""A man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes,"" Hillary Clinton said."
591,5281959998_10150924230439999,"Donald J. Trump ""needed a viral moment to drown out his embarrassment from 2005. So he tried to bring back 1998."""
1791,5281959998_10150811766834999,Bernie Sanders is opening a 2-month phase of his campaign aimed at inflicting a heavy blow on Hillary Clinton in California and amassing enough leverage to advance his agenda at the convention — or even wrest the nomination from her.Read more: : Monica Almeida/The New York Times
2794,5281959998_10150679558994999,"Bernie Sanders said he wants to move on from Hillary Clinton's emails and talk about real issues facing America.Watch the moment, from tonight's #DemDebate: "
2853,5281959998_10150667158414999,"""Most illogical is Donald J. Trump's support from evangelicals ... To back Mr. Trump, these voters must repudiate everything they believe,"" Russell Moore writes in The New York Times Opinion Section."
1769,5281959998_10150814181759999,"Charts show election results in 20 European countries, with right-wing populist and far-right parties highlighted in red."
1318,5281959998_10150856407164999,It’s enough to keep the election close. It could even be enough for Donald J. Trump to win.
905,5281959998_10150898131699999,"Republicans slammed Hillary Clinton for saying that half of Donald J. Trump’s supporters fit into a “basket of deplorables."""
2276,5281959998_10150764899814999,"“There’s nothing short of Trump shooting my daughter in the street and my grandchildren — there is nothing and nobody that’s going to dissuade me from voting for Trump.” —Lola Butler, 71."
297,5281959998_10150951326714999,"Why we make the election maps that we make, in 10 maps."
2227,5281959998_10150768819499999,Donald J. Trump could be the first GOP nominee in nearly a century who has called for higher import taxes as a defense against low-cost imports.
2997,5281959998_10150640641884999,Donald J. Trump promoted tweets that called Megyn Kelly a “bimbo” and that said she “bombed” as a debate moderator.
1073,5281959998_10150875433229999,Donald J. Trump has adopted a tactic that has long been a mainstay of strongmen and sectarian provocateurs: portraying outsiders as a threat to women’s safety.
1092,5281959998_10150872646254999,"When he told his wife he was going to vote for Donald J. Trump, she hit him with an ultimatum."
3132,5281959998_10150598504024999,"Quotation of the Day: ""I have more experience with our national security than any other candidate — that includes you, Hillary."" — Senator Lindsey Graham, Republican of South Carolina, declaring his intention for run for president in 2016."
2422,5281959998_10150744538699999,"The GOP field has been clarified into 2 battles: between Donald J. Trump and Ted Cruz, and between 3 establishment-friendly hopefuls."
1846,5281959998_10150806999449999,"If it wanted to, Facebook could try to sway elections, favor certain policies, or just make you feel a certain way about the world."
1884,5281959998_10150803929474999,"Donald J. Trump seems to think praising taco bowls will help him with Latino voters, Lawrence Downes writes in The New York Times Opinion Section."
576,5281959998_10150925204539999,"Donald J. Trump's comment was ""a threat to the rule of law, a threat to the stability of our institutions, a threat to basic agreements that are necessary for democracy to function,"" a political scientist said."
1584,5281959998_10150832661464999,Donald J. Trump regularly boasts that he is self-funding his presidential bid. He's also shifting plenty of money back to himself in the process.
201,5281959998_10150959188354999,How we sent news alerts on Election Day in 1944: Updates were projected on a screen in Times Square. Light beams indicated the winner.Photo: Ernie Sisto/The New York Times (via instagram.com/nytarchives)
2504,5281959998_10150734614759999,"Get a taste of a Hillary Clinton rally in full 360°, Demi Lovato and all, without even having to leave the house.Check out campaign events for Sanders, Trump and Cruz in our virtual reality app: "
839,5281959998_10150905613364999,"Donald J. Trump has pledged to release a full medical report, but has yet to do so. Here is an assessment of what he has released so far."
66,5281959998_10150965520184999,"For a president-elect whose victory shocked even some of his closest aides, the slow start of the transition is not surprising."
2793,5281959998_10150679612209999,"For Hillary Clinton, it was a referendum on Bernie Sanders's record. For Sanders, it was a night of unexpectedly forceful challenges."
589,5281959998_10150924384334999,"Women sharing stories of sexual assault, athletes disputing ""locker room talk"" and Muslims reporting stuff. How Twitter has responded to Donald J. Trump's latest comments."
1620,5281959998_10150827479209999,"If there is anyone who might try to turn one of the worst atrocities in modern U.S. history to his own warped ends, who could draw all the wrong lessons from the horror of what happened in Orlando, it is Donald J. Trump, the Editorial Board writes in The New York Times Opinion Section."
602,5281959998_10150923787704999,Donald J. Trump and Hillary Clinton collided in a hostile debate. The full story: 
2290,5281959998_10150763295974999,Donald J. Trump responds to Mitt Romney's speech with some choice words.
2780,5281959998_10150680766884999,President Barack Obama's comments on 60 Minutes about the Hillary Clinton email controversy have angered some FBI agents.
191,5281959998_10150959624964999,We’ll know pretty quickly whether Hillary Clinton is poised to win in a knockout.
546,5281959998_10150927225564999,"""I can’t stop thinking about this — it has shaken me to my core,"" Michelle Obama said of lewd remarks by Donald J. Trump."
1939,5281959998_10150799076589999,Donald J. Trump doesn't get that Hillary Clinton has spent her life championing women and their issues. Read on in The New York Times Opinion Section.
2234,5281959998_10150768296239999,"Bernie Sanders had a big upset of Hillary Clinton last night in Michigan. Tonight, they debate. Follow our live blog for analysis."
2683,5281959998_10150701537364999,"""Take him at his word … Donald Trump’s reign would be a police state.""Read more from The New York Times Opinion Section."
3058,5281959998_10150625778279999,"Wednesday is the first deadline for Jeb Bush, Hillary Clinton and the rest of the 2016 field to report details of their finances to the Federal Election Commission."
357,5281959998_10150945347754999,Breaking News: New emails tied to the FBI's Hillary Clinton inquiry were discovered during the investigation into Anthony Weiner's sexting.
697,5281959998_10150917630384999,Donald J. Trump has taken to Twitter many times in the past to denounce tax avoiders.
2391,5281959998_10150750710934999,Tell us about whether the back-and-forth between Pope Francis and Donald J. Trump has influenced how you think about the 2016 election.
766,5281959998_10150912233454999,"It is possible and legal that Donald J. Trump pays little or nothing in federal income tax, tax experts said. (From August)"
1000,5281959998_10150888038669999,"The Clintons live in a political kaleidoscope — everyone sees something different in each story about them, depending on his or her personal ideology. Read on in The New York Times Opinion Section."
259,5281959998_10150955475639999,"Donald J. Trump as a dealmaker: Would he serve the American people or serve himself? Our yearlong review of his business record reveals decades of boom and bust, reinvention and deception."
950,5281959998_10150892747039999,"""A president was impeached and had to resign over an attack on the DNC during a presidential election in 1972,"" Tim Kaine said. ""This is serious business."""
1566,5281959998_10150834906589999,The U.S. stock markets have moved more than they have in response to any presidential election over the past 60 years.
1391,5281959998_10150852828714999,"Mike Pence, Ted Cruz and Eric Trump will speak tonight during the GOP convention. Watch live and join us for a real-time chat."
1511,5281959998_10150842406069999,The silver lining for Hillary Clinton is that this is not a normal election year.
2348,5281959998_10150757366959999,"Breaking News: Chris Christie has endorsed Donald J. Trump, giving Trump a major boost in a wild Republican race."
1535,5281959998_10150839824754999,"At one point, two aides confirmed, Donald J. Trump was not even aware that the event had to be held in Cleveland, a decision made almost two years ago by the Republican National Committee."
3084,5281959998_10150617985404999,Who wants their babies kissed or their yard signs autographed anymore? This is the Selfie Election.
407,5281959998_10150939147729999,A three-minute recording of Donald J. Trump may have prompted a change in public consciousness about sexual assault and consent.
1245,5281959998_10150859207014999,"""She’ll drop everything for a few minutes of blowing kisses and reading Chugga-Chugga Choo-Choo with her granddaughter,"" Chelsea Clinton said of her mom."
2229,5281959998_10150768573999999,"""Hillary Clinton is by far the best qualified candidate for president. But at this point in the campaign, you can understand why some people feel that voting for her against Bernie Sanders is like rewarding Washington for its worst behavior."" Read on in The New York Times Opinion Section."
674,5281959998_10150919622119999,"""Putin is in a hurry before the American elections,"" a political scientist in Moscow said. ""The next American president will face a new reality and will be forced to accept it."""
124,5281959998_10150962170834999,"Rudolph Giuliani, Chris Christie and Newt Gingrich are among the candidates for Donald J. Trump’s cabinet and staff, aides said."
1294,5281959998_10150857449374999,"""We just put the biggest crack in that glass ceiling yet,"" Hillary Clinton said in a video appearance at the Democratic National Convention after she won the party’s nomination. Read more: "
1912,5281959998_10150802348269999,"In the early days of President Obama's administration, this new book says, White House officials on then-Secretary of State Hillary Clinton's plane ""were sometimes viewed as spies."""
1715,5281959998_10150819159604999,"Stephen Hawking, the great explainer of cosmic mysteries, has acknowledged one he has found impenetrable: Donald J. Trump."
985,5281959998_10150889436749999,Donald J. Trump spoke during his visit to Mexico about “the contributions of millions of Mexican-Americans to the United States” and the countries’ similarities.
2086,5281959998_10150783307114999,It was a closed-door session in Washington involving Donald J. Trump's inner circle and the Republican National Committee’s high command.
1484,5281959998_10150845163289999,"In the spirit of Donald J. Trump, the artists sent an itemized bill for the wall to the president of Mexico: $14,635.42 for materials and labor."
393,5281959998_10150941248114999,"Donald J. Trump disparaged the woman, calling her a “porn star,” and said, “Oh, I’m sure she’s never been grabbed before.”"
116,5281959998_10150961824314999,Mike Pence is all the things Donald J. Trump could not be.
2317,5281959998_10150761379849999,Hillary Clinton made a surprise Super Tuesday stop at Mapps Coffee in Minneapolis.Live updates from the campaign trail: : Doug Mills/The New York Times
147,5281959998_10150961299489999,"Donald J. Trump defied skeptics, attacked the norms of American politics and ignored conventions of decency. Yet he emerged victorious."
425,5281959998_10150937146374999,Donald J. Trump and Hillary Clinton roasted each other at the Al Smith charity dinner. Here are the highlights.
651,5281959998_10150921788854999,"From May 2016: How Donald J. Trump treated women, in their own words."
3009,5281959998_10150638102144999,"""The times are perfect for Donald Trump. He’s an outsider, which appeals to the alienated. He’s confrontational, which appeals to the frustrated."" — David Brooks for The New York Times Opinion."
1508,5281959998_10150842633054999,"The FBI's decision not to recommend criminal charges against Hillary Clinton was right — and so was its strong rebuke of her risky practice, the Editorial Board writes in The New York Times Opinion Section."
1640,5281959998_10150824531519999,"Bernie Sanders met President Obama and vowed to help defeat Donald J. Trump, but gave no sign he would drop out yet."
891,5281959998_10150900810609999,The co-founder of LinkedIn has pledged to give up to $5 million to veterans groups if Donald J. Trump agrees to release his tax returns.
282,5281959998_10150952763219999,Melania Trump has been mostly absent from the campaign trail since her address at the Republican National Convention in July.
2311,5281959998_10150761743849999,"Donald J. Trump: ""Politicians are all talk, no action. Except for Chris Christie of course."""
2193,5281959998_10150771326664999,"Several top executives and journalists at Breitbart have resigned in the last week, saying the organization has turned into a shill for the Donald J. Trump campaign."
2874,5281959998_10150663994594999,"“I was certainly surprised to the extent it caught on,” Donald J. Trump said. “It’s become the hottest fashion item there is.”"
3173,5281959998_10150579042849999,Will 2016 be the Snapchat election?
1951,5281959998_10150798385469999,"Update: Hillary Clinton wins the primary in Connecticut, giving her victories in 4 of Tuesday’s 5 contests.Read more: "
32,5281959998_10150968591749999,"In March 2016, Donald J. Trump talked about nuclear weapons and his foreign policy views with NYT reporters. Here's a transcript of that conversation."
2515,5281959998_10150733546929999,"""You go to Brussels — I was in Brussels a long time ago, 20 years ago, so beautiful, everything is so beautiful — it's like living in a hellhole right now,"" Donald J. Trump told Fox Business."
3205,5281959998_10150565198614999,Hillary Clinton can expect little if any opposition in the Democratic primaries.
919,5281959998_10150896496349999,A computer specialist who deleted Hillary Clinton's emails despite orders from Congress to preserve them was given immunity.
1767,5281959998_10150814302879999,It is a mistake to assume that voters who support Bernie Sanders because he is not Hillary Clinton necessarily favor his left-leaning policy views. Read on in The New York Times Opinion Section.
2168,5281959998_10150773490519999,"""Donald J. Trump insults the office Abraham Lincoln once occupied by running for it with less preparation than most of us would undertake to buy a sofa.""Read on in The New York Times Opinion Section."
1434,5281959998_10150851101399999,"If Donald J. Trump’s ghostwriter could do it over again, he said “The Art of the Deal” would be titled “The Sociopath.”"
1878,5281959998_10150804266279999,"British voters cast their ballots yesterday in contests nationwide, including one that could result in London’s first Muslim mayor. Steven Erlanger, our London bureau chief, discusses what the elections mean."
2108,5281959998_10150781114289999,"Donald J. Trump ""effectively tells men: You may be struggling, but at least you’re better than women, Mexicans and Muslims."" Read on in The New York Times Opinion Section."
2186,5281959998_10150771795999999,"Hillary Clinton spoke to a crowd as she racked up victories in Ohio, North Carolina and Florida."
2260,5281959998_10150766536369999,Here's what Hillary Clinton and Bernie Sanders said at the debate.
2937,5281959998_10150650252619999,"Despite his status as the ascendant liberal alternative to Hillary Clinton, and his history in radical leftist politics, it has been U.S. Senator Bernie Sanders who has run into the most difficulty with the Black Lives Matter movement."
584,5281959998_10150924794664999,"“It smacks of what we read about tin-pot dictators in other parts of the world, where when they win an election their first move is to imprison opponents.”"
155,5281959998_10150960935464999,"Breaking News: Donald J. Trump has been elected president of the United States, a stunning upset for an outsider who defied the political establishment."
2041,5281959998_10150787309959999,Donald J. Trump may have to win Indiana and California to get a majority of delegates. There's an argument he's currently favored in both.
2662,5281959998_10150706954624999,“You know how you make America great again?” Senator Lindsey Graham said on CNN. “Tell Donald Trump to go to hell.”(via The New York Times Opinion Section)
2912,5281959998_10150654539249999,"""She’s desperate,"" Marco Rubio told Fox News about Hillary Clinton. ""Her campaign is in bad shape."""
1556,5281959998_10150837296334999,Ted Cruz and John Kasich have a message for Donald J. Trump: They don’t care if they are not invited to speak at his convention.
439,5281959998_10150935473779999,"Chris Wallace: I want to ask you here on the stage tonight: Do you make the same commitment that you will absolutely — sir, that you will absolutely accept the result of this election?Donald J. Trump: I will look at it at the time. I'm not looking at anything now. I’ll look at it at the time."
68,5281959998_10150965133404999,"Not only did Donald J. Trump win, but American stocks rose."
1504,5281959998_10150842846259999,"“Given his history with beauty contests, maybe it’s no surprise Trump is conducting his V.P. search as a bit of a pageant.”"
1771,5281959998_10150813848884999,"It's the weekend, but the news doesn't stop. Join Ian Fisher, the NYT weekend editor, to discuss the biggest stories of the day, including news that the Taliban's leader was killed in an American drone strike, the GOP donors who are resisting Donald Trump and the transgender bathroom debate. Submit your questions in the comments, and Paul Moon of the NYT will ask them."
1247,5281959998_10150859196494999,"Hillary Diane Rodham Clinton became the first woman to accept a major party’s presidential nomination, a prize that generations of American women have dreamed about for one of their own."
2585,5281959998_10150723455984999,Donald J. Trump and Bernie Sanders are in the lead in New Hampshire.
58,5281959998_10150965864719999,"""As a candidate, Donald J. Trump could get away with ignoring racist and sexist abuse by his supporters. But as the president-elect, he has the moral duty to reject it in the most aggressive terms."" Read on in The New York Times Opinion Section."
277,5281959998_10150953614929999,"The U.S. economy created 161,000 jobs last month. That figure, the last before the election, suggests a healthy outlook."
1162,5281959998_10150864865084999,That's what a good convention bounce will do for you. (And Donald J. Trump latest controversies probably haven't hurt.)
961,5281959998_10150891329289999,A history of Donald J. Trump's flip-flopping.
564,5281959998_10150925955694999,"""You don't have to be a husband or a father to hear what we heard a few days ago and say, 'That's not right.' You just have to be a decent human being,"" Barack Obama said about Donald J. Trump."
448,5281959998_10150935148339999,"""A man hypersensitive to criticism of any kind was under constant challenge from a confident, assertive woman. Hillary Clinton got under his thin skin, and it showed,"" Susan Chira writes in The New York Times Opinion Section."
2930,5281959998_10150652258739999,"An email from Hillary Clinton to Huma Abedin: ""Just knock on the door to the bedroom if it's closed."""
445,5281959998_10150935327274999,Donald J. Trump and Hillary Clinton squared off in the final presidential debate in Las Vegas. We checked the facts: 
2140,5281959998_10150776787639999,"“Donald, if you try to attack Heidi, you’re more of a coward than I thought. #classless,” Ted Cruz wrote on Twitter."
2754,5281959998_10150684592609999,"A. Alfred Taubman dragged Sotheby’s into a price-fixing scandal. Now, after his death, the auction house is trumpeting the sale of his treasures."
902,5281959998_10150899562134999,"There are good reasons to worry about Donald J. Trump's personal connections to the Putin regime, writes Paul Krugman in The New York Times Opinion Section."
2910,5281959998_10150654757784999,"Donald J. Trump is derided as “a nutcase” in France and “a racist” in China, and his anti-immigrant rhetoric baffles Germany, where his grandparents were born."
2450,5281959998_10150741235094999,Hillary Clinton found herself cornered by Bernie Sanders and the debate moderators about her ties to Wall Street.
2550,5281959998_10150729209504999,"Breaking News: Sarah Palin has endorsed Donald J. Trump in the Republican primary, helping him appeal to skeptical Tea Party loyalists."
2887,5281959998_10150661339444999,"Donald J. Trump says his prep school gave him ""more training militarily than a lot of the guys that go into the military."""
1184,5281959998_10150863449519999,"""The general anxiety feeding Trumpism can be eased only with economic growth."" Read on in The New York Times Opinion Section."
2651,5281959998_10150708265909999,Donald J. Trump's travel log seems inversely related to his success.
310,5281959998_10150950064469999,This may be the first time that a presidential election has called upon parents to discuss slang terms for genitals.
1684,5281959998_10150820923854999,"Only about 40 people in New York live above 800 feet, and they're scattered among just three buildings. But confirming the height for an apartment in one of those buildings has proven a little tricky: Trump World Tower.""The Donald,"" said Marshall Gerometta, an expert in skyscraper heights, ""likes to exaggerate."""
3033,5281959998_10150631081089999,"""They say he’s trashing the Republic brand. They say he’s 'stirring up the crazies,' in the words of Senator John McCain. But Trump is the brand, to a sizable degree."" Read on in The New York Times Opinion."
1084,5281959998_10150874329664999,We're talking with about possible cash payments received by Donald J. Trump's campaign manager from a political party in Ukraine that's friendly with Vladimir Putin.
2953,5281959998_10150648531444999,A union-led effort to raise wages at McDonald's has gone global.
2347,5281959998_10150757313639999,"Even when Donald J. Trump moves on to something or someone else on Twitter, his followers linger on the last fight."
2738,5281959998_10150685832964999,A dog dressed as Donald J. Trump at the annual Halloween dog parade in New York's Tompkins Square Park. (via instagram.com/nytimes)Photo: Nicole Bengiveno/The New York Times
72,5281959998_10150965109979999,"Millions of Trump supporters are expecting vast changes in the  federal government, but those changes will likely be difficult to enact."
339,5281959998_10150945136419999,"In one Hillary Clinton ad, young girls are looking at themselves in a mirror. Then Donald J. Trump is heard saying: ""A person who is flat-chested is very hard to be a 10."""
1407,5281959998_10150852197424999,"“It’s not a campaign anymore, it’s a movement,” said Donald Trump Jr. surrounded by his 3 adult siblings."
1985,5281959998_10150794108099999,Breaking News: Hillary Clinton beat back a challenge from Bernie Sanders to win the New York primary.
1232,5281959998_10150859653194999,"Breaking News: A federal appeals court blocked North Carolina’s voter ID law months before the election, saying it was “discriminatory."""
55,5281959998_10150966292024999,Hillary Clinton is on pace to win the popular vote by a larger percentage than Al Gore in 2000. And Richard Nixon in 1968. And John F. Kennedy in 1960.(via The New York Times Opinion Section)
996,5281959998_10150888582704999,Donald J. Trump's doctor said he had written a letter proclaiming Trump's strength and stamina to be “extraordinary”  in 5 minutes while a black car waited outside his office to collect it.
2111,5281959998_10150780893894999,"As anger bubbled over, a sheepish Arizona election official blamed poor planning and a misguided attempt to save money."
443,5281959998_10150935370234999,It wasn’t Hillary Clinton best debate. It wasn't Donald J. Trump's worst. But he needed more than a split decision.
2636,5281959998_10150710418799999,"We checked assertions made by Donald J. Trump, Carly Fiorina and other candidates during the Republican debate.What'd you think of the debate?"
